label,T,d,k,mean_O_ij,obar,obar_k_root,final_loss,n_qubits,reference_haar,reference_advantage,converged,training_phases,elapsed_seconds,wall_seconds,run_dir
T2_d4_k2,2,4,2,0.6356794011298587,0.6356794011298587,0.7964756525225564,0.9170073284061381,8,0.125,0.5,False,"[{'k': 2, 'epochs_run': 300, 'final_loss': 0.9170073284061381, 'converged': False}]",0.8232333000000835,3.4581913000001805,results\study\20260716_100201\T2_d4_k2
T4_d4_k2,4,4,2,0.43950323211583164,0.43950323211583164,0.6625255115847695,1.653257263308331,10,0.125,0.5,False,"[{'k': 2, 'epochs_run': 300, 'final_loss': 1.653257263308331, 'converged': False}]",0.7793500000002496,1.2296507999999449,results\study\20260716_100201\T4_d4_k2
T8_d4_k2,8,4,2,0.3132071000704258,0.3132071000704258,0.5591844999951248,2.3359104334353624,12,0.125,0.5,False,"[{'k': 2, 'epochs_run': 300, 'final_loss': 2.3359104334353624, 'converged': False}]",0.6854301000003034,1.1647844999997687,results\study\20260716_100201\T8_d4_k2
T16_d4_k2,16,4,2,0.3000333843804296,0.3000333843804296,0.5474547423316045,2.4202790242717995,14,0.125,0.5,False,"[{'k': 2, 'epochs_run': 300, 'final_loss': 2.4202790242717995, 'converged': False}]",1.0776061000001391,1.548084199999721,results\study\20260716_100201\T16_d4_k2
